transaction_id,timestamp,amount,payment_method,card_age_days,card_expiry_days,retry_count,customer_tenure_days,customer_past_success_rate,gateway_response_time_ms,gateway_status,issuer_response_time_ms,issuer_status,response_code,risk_score,available_balance_ratio,transaction_limit,otp_attempts,cvv_match,root_cause,recovered
TXN102851,2026-05-31 06:16:23,2530.01,debit_card,139,436,0,153,0.784,11587,operational,348,operational,BANK_TIMEOUT,0.057,0.413,4519.31,0,1,bank_server_timeout,1
TXN102852,2026-06-17 11:49:58,1500.76,debit_card,861,431,0,1417,0.778,585,degraded,324,operational,LIMIT_EXCEEDED,0.078,0.779,1293.69,1,1,transaction_limit_exceeded,1
TXN102853,2026-01-29 14:11:42,2966.27,debit_card,40,-400,0,555,0.918,185,operational,442,operational,CARD_EXPIRED,0.355,0.731,9532.05,0,1,expired_card,0
TXN102854,2026-02-16 10:56:15,1713.5,debit_card,1923,435,0,2360,0.368,308,operational,9187,down,ISSUER_DOWN,0.507,0.313,3826.76,1,1,issuer_bank_down,1
TXN102855,2026-01-14 08:19:19,1605.05,credit_card,136,1060,0,640,0.745,391,operational,198,operational,RISK_BLOCK,0.892,0.517,5813.99,1,1,risk_fraud_block,0
TXN102856,2026-05-08 19:37:12,20102.93,credit_card,1890,873,1,228,0.834,341,operational,145,operational,OTP_CVV_MISMATCH,0.131,0.482,2820.99,1,0,otp_cvv_mismatch,0
TXN102857,2026-06-09 13:46:44,1064.58,credit_card,1427,1092,0,2351,0.83,12555,degraded,207,operational,BANK_TIMEOUT,0.24,0.606,9253.89,1,1,bank_server_timeout,0
TXN102858,2026-04-19 07:01:13,9278.81,credit_card,1105,979,0,1800,0.755,346,operational,3488,degraded,ISSUER_DOWN,0.201,0.78,1360.83,1,1,issuer_bank_down,0
TXN102859,2026-01-24 19:08:39,7649.57,debit_card,1588,904,0,1749,0.68,16949,degraded,350,operational,BANK_TIMEOUT,0.17,0.547,4435.58,1,1,bank_server_timeout,1
TXN102860,2026-02-01 06:33:52,2979.87,credit_card,138,444,0,1660,0.606,10693,degraded,148,operational,BANK_TIMEOUT,0.459,0.692,4405.64,2,1,bank_server_timeout,1
TXN102861,2026-01-07 07:34:18,262.28,debit_card,2033,881,1,1816,0.635,8109,degraded,309,operational,BANK_TIMEOUT,0.117,0.619,7347.07,0,1,bank_server_timeout,0
TXN102862,2026-03-30 04:46:27,1856.78,debit_card,687,-48,1,613,0.819,326,operational,386,operational,CARD_EXPIRED,0.21,0.668,5453.07,0,1,expired_card,1
TXN102863,2026-05-10 18:57:17,1075.83,credit_card,2111,431,1,1674,0.871,382,operational,481,down,INSUFFICIENT_FUNDS,0.284,0.124,3925.09,2,1,insufficient_funds,0
TXN102864,2026-01-28 00:04:23,1836.53,debit_card,2216,292,1,525,0.837,6012,degraded,203,operational,BANK_TIMEOUT,0.245,0.331,4031.93,0,1,bank_server_timeout,1
TXN102865,2026-06-02 14:07:52,621.77,debit_card,1390,1078,1,2266,0.853,374,operational,284,operational,GENERIC_DECLINE,0.028,0.158,4278.72,1,1,insufficient_funds,0
TXN102866,2026-02-15 11:38:01,3834.52,debit_card,1480,881,0,959,0.767,5296,degraded,132,operational,BANK_TIMEOUT,0.32,0.61,8645.04,0,1,bank_server_timeout,1
TXN102867,2026-04-03 14:31:29,4819.99,debit_card,2311,87,1,2330,0.905,199,operational,388,operational,OTP_CVV_MISMATCH,0.385,0.885,5506.79,2,0,otp_cvv_mismatch,0
TXN102868,2026-05-01 04:11:14,5799.73,credit_card,1030,438,0,811,0.849,460,operational,98,operational,RISK_BLOCK,0.734,0.639,5049.53,0,0,risk_fraud_block,0
TXN102869,2026-04-08 04:28:37,1228.27,credit_card,1012,708,0,471,0.908,483,operational,260,operational,INSUFFICIENT_FUNDS,0.33,0.058,4078.44,3,1,insufficient_funds,0
TXN102870,2026-03-28 00:27:15,623.98,credit_card,2370,855,1,842,0.937,958,degraded,224,operational,OTP_CVV_MISMATCH,0.361,0.687,6042.73,3,0,otp_cvv_mismatch,1
TXN102871,2026-03-02 15:14:14,2558.62,credit_card,1027,389,1,1389,0.609,6871,operational,704,degraded,TEMPORARY_FAILURE,0.191,0.565,26034.64,1,1,bank_server_timeout,1
TXN102872,2026-03-19 09:39:29,10421.4,credit_card,935,857,0,1807,0.731,827,degraded,583,operational,INSUFFICIENT_FUNDS,0.227,0.075,7694.8,1,1,insufficient_funds,0
TXN102873,2026-02-12 22:09:39,1929.34,debit_card,44,348,2,66,0.979,215,operational,186,operational,INSUFFICIENT_FUNDS,0.292,0.169,3958.4,0,1,insufficient_funds,0
TXN102874,2026-02-23 00:19:30,2829.45,debit_card,840,212,0,232,0.788,256,operational,259,operational,INSUFFICIENT_FUNDS,0.038,0.083,2958.04,1,0,insufficient_funds,1
TXN102875,2026-05-16 22:36:09,1423.14,credit_card,646,132,0,704,0.725,219,operational,112,operational,INSUFFICIENT_FUNDS,0.189,0.016,5590.04,0,1,insufficient_funds,0
TXN102876,2026-06-08 20:48:32,1087.97,credit_card,1933,-606,0,1872,0.872,323,operational,184,operational,CARD_EXPIRED,0.064,0.625,7153.31,0,1,expired_card,0
TXN102877,2026-06-02 20:54:31,3476.63,credit_card,1265,799,1,728,0.871,5991,degraded,176,operational,BANK_TIMEOUT,0.188,0.655,5250.31,0,1,bank_server_timeout,0
TXN102878,2026-03-01 13:42:02,1618.86,credit_card,907,994,3,1252,0.951,4477,degraded,353,operational,BANK_TIMEOUT,0.236,0.88,4044.44,0,1,bank_server_timeout,1
TXN102879,2026-02-27 19:46:38,2694.76,credit_card,2336,657,1,2477,0.95,235,operational,406,down,INSUFFICIENT_FUNDS,0.479,0.099,2885.23,0,1,insufficient_funds,0
TXN102880,2026-01-11 11:51:34,2990.06,credit_card,1132,712,0,440,0.972,478,operational,175,operational,GENERIC_DECLINE,0.104,0.206,5556.4,1,1,insufficient_funds,1
TXN102881,2026-02-19 06:53:55,2547.99,debit_card,1057,370,0,494,0.614,340,operational,576,operational,INSUFFICIENT_FUNDS,0.236,0.319,10800.99,0,0,insufficient_funds,1
TXN102882,2026-04-16 09:46:06,3144.46,debit_card,1814,131,0,1675,0.952,8623,degraded,786,degraded,BANK_TIMEOUT,0.332,0.892,2224.75,1,1,bank_server_timeout,1
TXN102883,2026-02-18 04:51:36,767.04,credit_card,675,-668,1,1949,0.88,126,operational,215,operational,GENERIC_DECLINE,0.086,0.573,4610.45,3,1,expired_card,0
TXN102884,2026-05-13 00:35:06,721.63,debit_card,1092,225,3,938,0.84,14705,degraded,206,degraded,TEMPORARY_FAILURE,0.223,0.389,6468.0,1,1,bank_server_timeout,0
TXN102885,2026-01-10 02:34:19,1724.89,debit_card,1773,1053,2,493,0.904,898,operational,476,operational,INSUFFICIENT_FUNDS,0.211,0.073,3007.02,0,1,insufficient_funds,0
TXN102886,2026-03-16 03:04:56,1766.9,credit_card,826,137,0,338,0.809,225,operational,275,operational,INSUFFICIENT_FUNDS,0.127,0.075,10241.84,2,1,insufficient_funds,1
TXN102887,2026-02-20 14:14:38,1067.65,credit_card,1090,1173,0,2428,0.783,435,operational,297,degraded,RISK_BLOCK,0.859,0.584,2584.45,1,1,risk_fraud_block,0
TXN102888,2026-03-30 23:19:33,2290.54,credit_card,68,572,0,1472,0.863,498,operational,324,operational,INSUFFICIENT_FUNDS,0.221,0.242,4198.72,0,1,insufficient_funds,0
TXN102889,2026-01-05 14:48:43,4463.82,credit_card,1991,360,0,947,0.964,579,operational,377,operational,INSUFFICIENT_FUNDS,0.183,0.191,7864.09,0,1,insufficient_funds,0
TXN102890,2026-03-17 09:06:51,5902.04,credit_card,2155,340,3,804,0.667,220,operational,1042,operational,INSUFFICIENT_FUNDS,0.255,0.177,21840.89,0,1,insufficient_funds,1
TXN102891,2026-05-22 21:55:15,7389.41,debit_card,1680,823,0,400,0.859,430,operational,249,operational,CARD_BLOCKED,0.39,0.767,5240.26,1,1,card_blocked,0
TXN102892,2026-06-04 06:03:12,483.35,credit_card,1330,1002,1,713,0.87,290,degraded,379,operational,AUTH_FAILURE,0.175,0.294,3011.24,2,0,otp_cvv_mismatch,0
TXN102893,2026-02-16 01:36:14,562.59,credit_card,2236,586,0,1951,0.748,348,operational,156,operational,AUTH_FAILURE,0.014,0.581,8881.47,1,1,otp_cvv_mismatch,1
TXN102894,2026-03-19 04:23:32,1347.35,credit_card,2132,540,1,1198,0.946,295,operational,113,operational,GENERIC_DECLINE,0.199,0.437,3720.82,2,1,card_blocked,0
TXN102895,2026-05-05 05:28:13,1950.48,credit_card,1188,1058,2,2268,0.987,284,degraded,519,operational,GENERIC_DECLINE,0.051,0.114,4755.73,1,1,insufficient_funds,1
TXN102896,2026-03-25 11:18:24,1418.17,credit_card,1556,558,1,1303,0.801,721,operational,232,down,CARD_BLOCKED,0.379,0.771,6882.49,0,1,card_blocked,1
TXN102897,2026-04-08 18:34:25,1035.77,credit_card,2348,417,1,1517,0.816,566,operational,413,operational,INSUFFICIENT_FUNDS,0.414,0.026,2838.12,0,1,insufficient_funds,0
TXN102898,2026-03-03 11:20:24,1327.59,credit_card,525,1108,0,1759,0.913,192,operational,387,operational,OTP_CVV_MISMATCH,0.056,0.843,2326.54,1,0,otp_cvv_mismatch,1
TXN102899,2026-05-31 17:50:34,2918.59,credit_card,1952,968,0,453,0.812,7388,degraded,436,operational,BANK_TIMEOUT,0.261,0.86,5320.84,0,1,bank_server_timeout,1
TXN102900,2026-04-24 16:05:23,476.24,debit_card,927,-384,0,1233,0.836,372,degraded,234,operational,CARD_EXPIRED,0.253,0.439,13634.76,0,1,expired_card,0
TXN102901,2026-06-22 20:50:09,18749.06,credit_card,259,43,0,2174,0.793,659,operational,404,operational,RISK_BLOCK,0.64,0.732,28501.27,1,1,risk_fraud_block,0
TXN102902,2026-05-21 08:48:11,1838.19,debit_card,1060,483,1,1337,0.619,212,degraded,696,operational,GENERIC_DECLINE,0.037,0.186,5721.77,0,1,insufficient_funds,1
TXN102903,2026-03-08 02:41:59,5148.13,debit_card,1309,1173,0,630,0.86,261,operational,325,operational,CARD_BLOCKED,0.558,0.497,3643.74,0,1,card_blocked,0
TXN102904,2026-03-01 00:10:30,1007.81,credit_card,1857,-97,0,1429,0.972,542,operational,513,operational,GENERIC_DECLINE,0.015,0.509,5266.44,0,1,expired_card,0
TXN102905,2026-01-16 21:37:56,3196.76,credit_card,404,817,1,1659,0.604,147,operational,248,operational,OTP_CVV_MISMATCH,0.132,0.71,6757.51,1,0,otp_cvv_mismatch,1
TXN102906,2026-04-23 01:01:37,1989.49,debit_card,1383,571,2,2318,0.786,147,operational,268,operational,CARD_BLOCKED,0.167,0.8,5426.77,1,1,card_blocked,0
TXN102907,2026-05-15 22:28:10,4240.13,credit_card,1663,1035,3,1908,0.9,396,operational,578,operational,INSUFFICIENT_FUNDS,0.157,0.062,9268.75,0,1,insufficient_funds,0
TXN102908,2026-03-05 18:13:01,1475.71,debit_card,1602,708,0,259,0.731,252,operational,233,operational,GENERIC_DECLINE,0.871,0.587,3822.8,0,1,risk_fraud_block,0
TXN102909,2026-01-04 20:01:33,8493.92,debit_card,2086,100,0,1463,0.733,390,operational,242,operational,OTP_CVV_MISMATCH,0.082,0.784,4647.53,1,0,otp_cvv_mismatch,0
TXN102910,2026-05-29 14:19:11,404.84,credit_card,1890,476,0,1660,0.905,170,degraded,4447,degraded,ISSUER_DOWN,0.258,0.695,4780.15,3,1,issuer_bank_down,0
TXN102911,2026-02-10 03:12:05,4651.36,credit_card,1179,409,2,1862,0.746,210,operational,192,operational,INSUFFICIENT_FUNDS,0.022,0.035,3794.84,0,1,insufficient_funds,1
TXN102912,2026-04-15 19:24:02,2026.9,debit_card,706,812,1,100,0.806,5056,degraded,399,operational,BANK_TIMEOUT,0.215,0.82,14827.74,1,1,bank_server_timeout,1
TXN102913,2026-01-10 14:02:34,650.16,debit_card,2205,286,2,709,0.784,179,operational,3823,down,ISSUER_DOWN,0.046,0.608,2889.51,0,1,issuer_bank_down,1
TXN102914,2026-01-12 07:07:53,12677.8,credit_card,2208,937,2,652,0.939,5780,degraded,358,operational,BANK_TIMEOUT,0.186,0.685,12117.1,0,0,bank_server_timeout,1
TXN102915,2026-06-11 16:00:03,11432.78,debit_card,350,314,0,504,0.884,304,operational,191,operational,INSUFFICIENT_FUNDS,0.375,0.048,5171.47,1,1,insufficient_funds,0
TXN102916,2026-05-02 01:10:17,226.26,credit_card,1149,765,0,1978,0.614,292,operational,226,operational,INSUFFICIENT_FUNDS,0.153,0.216,2492.4,0,1,insufficient_funds,0
TXN102917,2026-01-01 22:53:00,2148.07,debit_card,1887,381,0,1152,0.83,189,operational,417,operational,LIMIT_FAILURE,0.132,0.819,1865.97,0,1,transaction_limit_exceeded,1
TXN102918,2026-01-19 02:50:07,3645.34,debit_card,1662,320,0,907,0.877,593,operational,230,operational,INSUFFICIENT_FUNDS,0.123,0.077,2101.65,1,1,insufficient_funds,1
TXN102919,2026-03-30 16:38:46,2799.64,credit_card,2191,854,3,1371,0.875,203,operational,14004,down,TEMPORARY_FAILURE,0.068,0.596,4606.58,0,1,issuer_bank_down,0
TXN102920,2026-05-03 11:10:42,8193.3,credit_card,568,1132,0,73,0.643,323,operational,285,operational,GENERIC_DECLINE,0.399,0.871,5047.4,1,1,card_blocked,1
TXN102921,2026-03-18 07:40:34,6655.34,credit_card,2355,965,1,587,0.896,323,operational,352,operational,INSUFFICIENT_FUNDS,0.086,0.299,8099.57,1,1,insufficient_funds,0
TXN102922,2026-06-07 02:16:50,2346.62,debit_card,606,628,0,1286,0.768,354,operational,919,operational,INSUFFICIENT_FUNDS,0.421,0.011,24580.92,0,1,insufficient_funds,1
TXN102923,2026-04-28 11:51:25,17547.13,credit_card,266,1099,1,511,0.771,187,degraded,5517,down,ISSUER_DOWN,0.172,0.805,5473.16,0,1,issuer_bank_down,0
TXN102924,2026-04-21 13:35:05,4593.46,credit_card,1845,996,0,1098,0.83,395,operational,599,operational,INSUFFICIENT_FUNDS,0.15,0.135,4565.59,0,1,insufficient_funds,0
TXN102925,2026-02-22 03:41:40,1266.65,debit_card,2322,1103,0,808,0.713,255,operational,183,operational,OTP_CVV_MISMATCH,0.043,0.772,6483.58,1,0,otp_cvv_mismatch,1
TXN102926,2026-05-03 18:00:39,1036.07,credit_card,895,40,1,2317,0.73,443,operational,3908,down,ISSUER_DOWN,0.05,0.686,11585.26,1,1,issuer_bank_down,1
TXN102927,2026-06-07 06:21:50,6240.92,credit_card,424,981,0,2199,0.858,524,operational,640,operational,OTP_CVV_MISMATCH,0.006,0.821,5973.15,3,0,otp_cvv_mismatch,0
TXN102928,2026-01-09 19:28:19,814.51,debit_card,2193,-318,3,2355,0.869,308,operational,401,down,CARD_EXPIRED,0.483,0.53,4854.15,2,1,expired_card,0
TXN102929,2026-05-13 04:22:24,1194.88,credit_card,265,847,1,950,0.725,270,operational,9165,down,ISSUER_DOWN,0.089,0.728,3590.33,0,1,issuer_bank_down,1
TXN102930,2026-06-08 08:26:42,1416.54,debit_card,1671,1124,0,702,0.878,718,operational,274,operational,AUTH_FAILURE,0.213,0.785,11360.73,1,0,otp_cvv_mismatch,1
TXN102931,2026-03-19 19:30:42,2568.8,credit_card,342,637,0,1290,0.971,420,operational,197,operational,INSUFFICIENT_FUNDS,0.229,0.056,5580.84,1,1,insufficient_funds,0
TXN102932,2026-05-18 20:41:38,1483.39,credit_card,1673,835,0,2052,0.862,246,operational,255,operational,OTP_CVV_MISMATCH,0.205,0.634,3716.34,1,1,otp_cvv_mismatch,1
TXN102933,2026-03-06 10:40:24,482.3,credit_card,311,1179,0,2014,0.746,209,operational,218,operational,LIMIT_EXCEEDED,0.342,0.543,500.0,2,1,transaction_limit_exceeded,0
TXN102934,2026-02-04 17:14:22,5753.83,credit_card,969,163,0,1290,0.615,414,operational,212,operational,OTP_CVV_MISMATCH,0.149,0.855,3715.5,1,0,otp_cvv_mismatch,1
TXN102935,2026-05-27 20:38:14,1201.28,debit_card,1178,898,0,1414,0.89,5917,operational,401,operational,TEMPORARY_FAILURE,0.357,0.61,3622.72,0,1,bank_server_timeout,0
TXN102936,2026-02-26 00:05:26,13568.11,credit_card,2259,-173,2,1353,0.884,203,operational,245,operational,CARD_EXPIRED,0.146,0.834,6593.17,1,1,expired_card,0
TXN102937,2026-05-17 06:30:01,2439.46,credit_card,1786,252,3,1165,0.728,362,operational,401,operational,INSUFFICIENT_FUNDS,0.278,0.027,12580.01,0,1,insufficient_funds,0
TXN102938,2026-02-26 18:28:10,6391.66,debit_card,2363,47,0,291,0.764,199,operational,313,operational,INSUFFICIENT_FUNDS,0.112,0.279,3683.64,2,1,insufficient_funds,0
TXN102939,2026-03-13 19:40:48,3382.61,credit_card,1363,770,1,839,0.685,362,operational,862,down,INSUFFICIENT_FUNDS,0.272,0.069,5040.04,0,1,insufficient_funds,0
TXN102940,2026-05-04 07:38:25,6704.93,debit_card,667,461,0,2092,0.869,394,operational,272,operational,CARD_BLOCKED,0.35,0.784,4662.05,0,1,card_blocked,0
TXN102941,2026-03-03 10:43:35,3183.96,credit_card,1078,396,0,2162,0.686,238,operational,409,operational,INSUFFICIENT_FUNDS,0.063,0.119,5647.39,1,1,insufficient_funds,1
TXN102942,2026-05-26 09:43:03,2277.22,credit_card,1300,306,0,1517,0.664,406,operational,216,operational,LIMIT_EXCEEDED,0.18,0.834,1684.56,0,1,transaction_limit_exceeded,1
TXN102943,2026-01-07 23:59:46,5371.04,credit_card,1422,667,0,2446,0.843,248,operational,253,operational,INSUFFICIENT_FUNDS,0.093,0.082,24032.88,0,1,insufficient_funds,0
TXN102944,2026-01-03 02:25:06,21623.03,credit_card,2270,-520,0,2388,0.798,351,operational,290,operational,GENERIC_DECLINE,0.501,0.342,12195.23,0,1,expired_card,0
TXN102945,2026-01-15 16:58:31,1374.36,debit_card,2245,116,1,1256,0.795,6424,degraded,337,operational,BANK_TIMEOUT,0.219,0.686,2560.01,2,1,bank_server_timeout,1
TXN102946,2026-02-16 03:04:35,3985.7,debit_card,280,-283,0,1958,0.792,330,operational,287,operational,CARD_EXPIRED,0.358,0.635,4793.31,0,1,expired_card,0
TXN102947,2026-01-10 16:55:39,1790.58,debit_card,1991,333,1,529,0.799,562,operational,204,operational,LIMIT_EXCEEDED,0.073,0.214,1255.62,0,1,transaction_limit_exceeded,0
TXN102948,2026-03-10 12:39:58,2985.73,credit_card,765,752,0,1170,0.824,177,operational,455,operational,CARD_BLOCKED,0.621,0.601,12238.45,0,1,card_blocked,0
TXN102949,2026-01-05 09:28:29,1877.51,credit_card,1481,647,0,1039,0.762,483,operational,384,operational,LIMIT_EXCEEDED,0.026,0.751,1618.97,3,1,transaction_limit_exceeded,0
TXN102950,2026-05-17 03:04:52,208.05,credit_card,2387,898,0,2144,0.968,270,operational,500,degraded,INSUFFICIENT_FUNDS,0.348,0.156,19703.38,1,1,insufficient_funds,0
TXN102951,2026-01-28 12:24:31,1473.44,credit_card,2209,730,0,1045,0.897,520,operational,6921,down,ISSUER_DOWN,0.106,0.637,4113.13,0,1,issuer_bank_down,1
TXN102952,2026-06-24 23:18:53,4890.73,credit_card,1227,371,0,800,0.954,760,operational,594,operational,INSUFFICIENT_FUNDS,0.119,0.522,1949.29,0,1,insufficient_funds,0
TXN102953,2026-06-04 06:51:09,837.43,credit_card,143,1103,0,966,0.66,362,operational,279,operational,RISK_BLOCK,0.985,0.728,7232.3,1,1,risk_fraud_block,0
TXN102954,2026-05-05 23:33:26,4521.0,credit_card,2380,716,1,2158,0.821,20403,degraded,144,operational,AUTH_FAILURE,0.378,0.822,17762.87,1,1,bank_server_timeout,1
TXN102955,2026-05-24 16:02:53,2162.78,debit_card,2271,-551,0,1555,0.77,177,operational,320,operational,GENERIC_DECLINE,0.237,0.651,3237.46,0,1,expired_card,1
TXN102956,2026-05-20 11:56:48,1486.31,credit_card,969,611,1,295,0.767,538,operational,99,operational,INSUFFICIENT_FUNDS,0.053,0.339,6958.06,0,0,insufficient_funds,0
TXN102957,2026-06-02 04:52:44,4453.11,credit_card,369,525,0,72,0.671,315,operational,337,operational,INSUFFICIENT_FUNDS,0.146,0.106,4771.48,0,1,insufficient_funds,1
TXN102958,2026-04-10 23:15:02,3556.65,credit_card,1332,1191,0,845,0.791,471,operational,344,degraded,INSUFFICIENT_FUNDS,0.291,0.126,2486.86,1,1,insufficient_funds,0
TXN102959,2026-04-23 06:49:03,2741.03,debit_card,2010,485,0,2052,0.986,254,operational,107,operational,GENERIC_DECLINE,0.665,0.727,7639.45,0,1,risk_fraud_block,1
TXN102960,2026-03-26 10:08:36,4971.33,debit_card,1151,980,0,2171,0.739,578,degraded,113,operational,LIMIT_EXCEEDED,0.076,0.675,3972.01,0,1,transaction_limit_exceeded,1
TXN102961,2026-04-23 07:57:09,2205.35,credit_card,81,128,0,394,0.619,217,operational,180,operational,CARD_BLOCKED,0.378,0.635,6188.17,1,1,card_blocked,1
TXN102962,2026-03-10 15:30:23,347.54,debit_card,1159,1136,0,66,0.816,283,operational,290,operational,INSUFFICIENT_FUNDS,0.287,0.012,1812.23,2,1,insufficient_funds,0
TXN102963,2026-01-23 07:23:06,1233.27,debit_card,1301,915,2,659,0.898,262,operational,157,operational,OTP_CVV_MISMATCH,0.369,0.569,2366.79,1,0,otp_cvv_mismatch,0
TXN102964,2026-06-17 14:27:52,296.23,credit_card,2296,-577,0,2172,0.723,333,operational,566,operational,CARD_EXPIRED,0.155,0.695,4894.25,0,1,expired_card,0
TXN102965,2026-05-06 19:31:49,3473.46,credit_card,2024,403,0,1073,0.781,4797,operational,170,operational,BANK_TIMEOUT,0.079,0.809,7408.59,0,1,bank_server_timeout,1
TXN102966,2026-05-07 21:20:37,4410.49,debit_card,1745,-690,0,106,0.745,201,operational,460,operational,GENERIC_DECLINE,0.5,0.83,2664.71,1,1,expired_card,0
TXN102967,2026-02-20 09:42:50,4615.82,credit_card,1029,-133,2,1257,0.746,356,operational,108,operational,CARD_EXPIRED,0.31,0.494,7201.57,1,1,expired_card,0
TXN102968,2026-05-19 18:00:50,2935.51,credit_card,2365,113,0,1649,0.726,674,operational,594,down,OTP_CVV_MISMATCH,0.034,0.606,1939.38,1,0,otp_cvv_mismatch,0
TXN102969,2026-04-04 11:10:27,4738.46,credit_card,602,789,0,249,0.952,591,operational,445,operational,INSUFFICIENT_FUNDS,0.071,0.195,3702.86,0,1,insufficient_funds,0
TXN102970,2026-01-14 19:07:12,372.02,credit_card,843,1033,3,1597,0.951,4982,degraded,130,operational,TEMPORARY_FAILURE,0.19,0.506,6756.12,0,1,bank_server_timeout,0
TXN102971,2026-06-21 20:24:05,1616.43,debit_card,2120,1022,2,2001,0.903,266,degraded,314,operational,OTP_CVV_MISMATCH,0.09,0.408,2388.65,1,0,otp_cvv_mismatch,1
TXN102972,2026-06-28 12:31:52,437.3,debit_card,2484,920,0,150,0.814,190,operational,394,operational,INSUFFICIENT_FUNDS,0.067,0.038,5001.77,2,1,insufficient_funds,1
TXN102973,2026-06-06 17:03:30,1257.92,debit_card,2042,1075,0,140,0.887,479,operational,627,operational,RISK_BLOCK,0.753,0.584,3394.73,1,1,risk_fraud_block,0
TXN102974,2026-03-27 11:50:55,9061.53,debit_card,1777,360,0,2096,0.895,3859,degraded,141,degraded,BANK_TIMEOUT,0.156,0.741,2901.84,0,1,bank_server_timeout,1
TXN102975,2026-02-11 23:23:45,5371.05,debit_card,2346,836,2,1168,0.824,538,operational,699,down,LIMIT_EXCEEDED,0.165,0.602,2153.6,2,1,transaction_limit_exceeded,1
TXN102976,2026-01-02 23:37:39,3490.59,credit_card,354,345,1,221,0.833,556,operational,265,operational,OTP_CVV_MISMATCH,0.238,0.643,3384.67,2,0,otp_cvv_mismatch,0
TXN102977,2026-05-13 14:19:50,1501.05,debit_card,1682,1039,0,343,0.645,287,operational,10617,degraded,ISSUER_DOWN,0.044,0.494,8318.19,1,1,issuer_bank_down,1
TXN102978,2026-06-10 08:47:46,666.44,credit_card,1049,643,0,2129,0.806,352,operational,8316,down,ISSUER_DOWN,0.082,0.63,6285.27,0,1,issuer_bank_down,1
TXN102979,2026-01-19 17:40:19,2170.19,credit_card,1507,998,0,2139,0.841,345,operational,55,operational,LIMIT_EXCEEDED,0.231,0.296,765.84,0,1,transaction_limit_exceeded,1
TXN102980,2026-05-04 04:27:49,5465.54,debit_card,644,361,1,2457,0.663,671,operational,418,operational,OTP_CVV_MISMATCH,0.136,0.529,2379.98,2,1,otp_cvv_mismatch,0
TXN102981,2026-01-05 19:31:39,2711.92,debit_card,1237,-221,1,1731,0.906,372,operational,273,operational,CARD_EXPIRED,0.164,0.389,7219.83,1,1,expired_card,0
TXN102982,2026-05-20 18:56:33,368.65,credit_card,611,1165,0,1682,0.86,469,operational,472,operational,INSUFFICIENT_FUNDS,0.196,0.562,6457.6,0,1,insufficient_funds,1
TXN102983,2026-01-06 01:42:46,1998.5,credit_card,1619,1087,1,2249,0.891,361,operational,400,operational,OTP_CVV_MISMATCH,0.162,0.612,2583.65,1,1,otp_cvv_mismatch,1
TXN102984,2026-06-25 13:29:00,265.66,credit_card,2325,256,1,2326,0.962,701,operational,350,operational,INSUFFICIENT_FUNDS,0.129,0.006,10943.94,1,1,insufficient_funds,1
TXN102985,2026-01-31 15:27:53,4022.77,debit_card,175,482,1,72,0.797,259,operational,430,operational,INSUFFICIENT_FUNDS,0.233,0.211,5277.82,0,1,insufficient_funds,1
TXN102986,2026-03-14 01:17:27,900.13,credit_card,2401,209,0,1565,0.652,219,operational,182,operational,INSUFFICIENT_FUNDS,0.281,0.323,4659.66,1,1,insufficient_funds,1
TXN102987,2026-05-06 02:10:37,529.76,credit_card,1658,774,3,1893,0.755,7913,degraded,119,operational,BANK_TIMEOUT,0.287,0.857,14157.83,0,1,bank_server_timeout,1
TXN102988,2026-06-02 07:48:14,4078.45,credit_card,64,80,0,2452,0.887,377,operational,412,operational,INSUFFICIENT_FUNDS,0.085,0.343,5341.91,2,1,insufficient_funds,0
TXN102989,2026-03-07 09:28:53,3149.25,debit_card,1460,60,0,140,0.645,389,operational,348,operational,OTP_CVV_MISMATCH,0.079,0.758,3129.54,1,1,otp_cvv_mismatch,1
TXN102990,2026-06-26 11:24:11,2270.92,debit_card,370,676,0,1993,0.765,317,operational,546,operational,LIMIT_EXCEEDED,0.126,0.26,1864.11,1,1,transaction_limit_exceeded,1
TXN102991,2026-01-03 20:52:16,16110.88,debit_card,2012,1077,1,1389,0.437,526,degraded,402,degraded,LIMIT_EXCEEDED,0.573,0.744,6237.39,3,1,transaction_limit_exceeded,0
TXN102992,2026-03-26 20:26:49,3396.64,debit_card,716,-515,0,1700,0.87,405,operational,238,operational,GENERIC_DECLINE,0.238,0.766,4664.08,0,1,expired_card,0
TXN102993,2026-06-27 20:15:27,944.43,credit_card,171,843,0,2499,0.868,11967,degraded,352,operational,TEMPORARY_FAILURE,0.176,0.708,3993.72,0,1,bank_server_timeout,1
TXN102994,2026-02-19 08:09:39,3025.24,credit_card,2123,716,0,2472,0.982,316,operational,594,degraded,OTP_CVV_MISMATCH,0.054,0.365,12298.48,2,0,otp_cvv_mismatch,1
TXN102995,2026-04-07 00:11:40,1352.17,credit_card,1355,241,0,463,0.904,6346,degraded,331,operational,TEMPORARY_FAILURE,0.209,0.565,2802.17,2,0,bank_server_timeout,1
TXN102996,2026-03-22 00:28:26,6388.79,credit_card,1539,273,0,1213,0.773,359,operational,106,operational,OTP_CVV_MISMATCH,0.096,0.723,8459.73,2,0,otp_cvv_mismatch,1
TXN102997,2026-03-12 21:33:45,2383.96,debit_card,2084,752,0,1036,0.862,263,operational,616,operational,INSUFFICIENT_FUNDS,0.132,0.452,5423.19,1,1,insufficient_funds,0
